school_name,address,city,county,zip_code,school_nurse,school_type,enrolled,num_immune_mmr,num_exempt_mmr,num_compliance_mmr,num_pbe,num_medical_exempt,num_pbe_exempt_all
MESQUITE ELEMENTARY,4451 W 28TH ST,YUMA,YUMA,85364,NO,PUBLIC,104,104,0,104,0,0,0
MESQUITE ELEMENTARY SCHOOL,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,PUBLIC,96,93,3,96,6,0,1
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,CHARTER,21,21,0,21,0,0,0
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,PUBLIC,118,118,0,118,1,0,1
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,PUBLIC,37,37,0,37,2,2,1
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,CHARTER,22,20,2,22,6,6,2
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,PUBLIC,54,53,0,53,4,0,3
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,PUBLIC,100,100,0,100,0,0,0
MISSION MONTESSORI NORTH,9575 EAST LARKSPUR DRIVE,SCOTTSDALE,MARICOPA,85260,NO,CHARTER,34,27,4,34,4,0,4
MOHAVE ACCELERATED LEARNING CENTER,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,CHARTER,85,85,0,85,0,0,0
MOHAVE MIDDLE SCHOOL,5520 N 86TH ST,SCOTTSDALE,MARICOPA,85250,YES,PUBLIC,285,275,10,285,23,2,9
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,   NA,NO,PUBLIC,102,100,1,101,1,1,1
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,PUBLIC,92,92,0,92,0,1,0
MONTEBELLO SCHOOL,5725 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,PUBLIC,169,169,0,169,1,4,0
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,CHARTER,24,24,0,24,4,0,0
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,PUBLIC,92,88,4,92,7,0,3
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,PUBLIC,46,46,0,46,0,1,0
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,YES,PUBLIC,252,251,1,252,1,0,1
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,PRIVATE,27,26,1,27,1,0,1
MOUNT ELDEN MIDDLE SCHOOL,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,PUBLIC,286,276,10,286,13,3,12
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,CHARTER,22,13,6,19,6,0,6
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,NO,PUBLIC,63,59,4,63,8,0,2
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,PUBLIC,67,64,3,67,3,0,1
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,PUBLIC,141,139,2,141,3,0,0
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,PUBLIC,76,64,12,76,17,1,11
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,NO,PUBLIC,107,107,0,107,6,0,0
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,PRIVATE,26,26,0,26,0,0,0
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,PUBLIC,209,204,5,209,14,1,5
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,   NA,NO,PUBLIC,35,33,0,35,0,0,0
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,NO,PUBLIC,30,26,4,30,4,0,0
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,PUBLIC,51,49,2,51,3,0,2
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,PUBLIC,126,124,2,126,12,1,1
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,PUBLIC,107,107,0,107,1,0,1
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,NO,PUBLIC,100,98,2,100,8,0,1
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,PUBLIC,29,28,1,29,2,0,2
NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,MARICOPA,85008,NO,PRIVATE,36,29,4,33,4,0,3
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,CHARTER,32,31,1,32,1,0,1
NEWELL BARNEY MIDDLE SCHOOL,24937 S SOSSAMAN RD,QUEEN CREEK,MARICOPA,85242,YES,PUBLIC,241,229,12,241,9,0,8
NOAH WEBSTER SCHOOLS-- MESA,7301 EAST BASELINE ROAD,MESA,MARICOPA,85209,NO,CHARTER,124,119,5,124,12,0,3
NOAH WEBSTER SCHOOLS-PIMA,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250,NO,CHARTER,32,32,0,32,4,0,0
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,PUBLIC,104,97,7,104,10,0,10
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,PUBLIC,70,66,4,70,3,0,3
NORTHLAND PREPARATORY ACADEMY,3300 E SPARROW AVE,FLAGSTAFF,COCONINO,86004,NO,CHARTER,102,98,4,102,11,2,3
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,   NA,YES,PRIVATE,104,94,10,104,19,1,6
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,PUBLIC,26,26,0,26,2,0,0
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,PUBLIC,92,90,2,92,6,0,0
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,PUBLIC,105,104,1,105,2,0,0
OLD VAIL MIDDLE SCHOOL,13299 E COLOSSAL CAVE RD,VAIL,PIMA,85641,NO,PUBLIC,257,248,9,257,9,2,7
ORANGE GROVE MIDDLE SCHOOL,1911 E ORANGE GROVE RD,TUCSON,PIMA,85718,YES,PUBLIC,231,226,5,231,13,6,4
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,PUBLIC,134,133,1,134,3,2,1
ORO GRANDE ELEMENTARY SCHOOL,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,PUBLIC,50,49,1,50,2,0,1
OUR LADY OF LOURDES ACADEMY,555 PATAGONIA RD,NOGALES,SANTA CRUZ,   NA,NO,PRIVATE,30,30,0,30,0,0,0
OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,MARICOPA,85282,YES,PRIVATE,38,38,0,38,1,0,0
OUR LADY OF PERPETUAL HELP SCHOOL,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301,NO,PRIVATE,27,27,0,27,0,0,0
OUR LADY OF PERPETUAL HELP SCHOOL,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251,NO,PRIVATE,50,46,4,50,4,0,4
OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,PIMA,85710,NO,PRIVATE,47,46,1,47,1,0,1
P.E.S.D.#1 - SHAW MONTESSORI SCHOOL,123 NORTH 13TH STREET,PHOENIX,MARICOPA,85034,YES,PUBLIC,25,21,4,25,6,0,2
PAINTED DESERT MONTESSORI,4200 S 247TH AVE,BUCKEYE,MARICOPA,85326,NO,CHARTER,49,40,5,45,5,0,5
PALOMINAS ELEMENTARY SCHOOL,10385 E HWY 92,HEREFORD,COCHISE,85615,YES,PUBLIC,66,66,0,66,3,0,0
PALOMINO INTERMEDIATE SCHOOL,15815 N 29TH ST,PHOENIX,MARICOPA,85032,YES,PUBLIC,163,159,1,160,1,1,1
PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,3001 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85017,NO,CHARTER,72,70,0,72,0,0,0
PAPAGO SCHOOL,2013 N 36TH ST,PHOENIX,MARICOPA,85008,YES,PUBLIC,96,96,0,96,1,0,1
PARADISE HONORS ELEMENTARY SCHOOL,15533 W PARADISE LN,SURPRISE,MARICOPA,85374,YES,CHARTER,213,202,11,213,20,0,20
PARADISE VALLEY CHRISTIAN PREPARATORY,11875 N 24TH ST,PHOENIX,MARICOPA,85028,YES,PRIVATE,22,20,2,22,2,0,2
PARAGON SCIENCE ACADEMY,2975 W LINDA LN,CHANDLER,MARICOPA,85224,NO,CHARTER,46,46,0,46,0,0,0
PARAMOUNT ACADEMY,11039 W OLIVE AVE,PEORIA,MARICOPA,85345,NO,CHARTER,34,34,0,34,2,2,0
PARDES JEWISH DAY SCHOOL,12753 N SCOTTSDALE RD,SCOTTSDALE,MARICOPA,85254,YES,PRIVATE,30,27,3,30,3,0,1
PARK MEADOWS ELEMENTARY SCHOOL,20012 N 35TH AVE,GLENDALE,MARICOPA,85308,YES,PUBLIC,88,87,1,88,4,1,1
PARKRIDGE ELEMENTARY,9970 W BEARDSLEY RD,PEORIA,MARICOPA,85382,YES,PUBLIC,119,117,2,119,7,0,2
PARKVIEW ELEMENTARY,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374,YES,PUBLIC,81,80,0,80,3,0,1
PASEO HILLS ELEMENTARY,3302 W LOUISE DR,PHOENIX,MARICOPA,85027,YES,PUBLIC,109,107,2,109,9,0,1
PASEO POINTE SCHOOL,8800 S 55TH AVE,LAVEEN,MARICOPA,85339,NO,PUBLIC,89,88,1,89,3,0,1
PASEO VERDE ELEMENTARY SCHOOL,7880 W GREENWAY RD,PEORIA,MARICOPA,85381,YES,PUBLIC,92,89,3,92,6,0,3
PATHFINDER ACADEMY,2906 N BOULDER CANYON,MESA,MARICOPA,85207,NO,CHARTER,45,30,15,45,22,0,15
PATTERSON ELEMENTARY SCHOOL,1211 E GUADALUPE RD,GILBERT,MARICOPA,85234,YES,PUBLIC,78,74,4,78,3,4,2
PAUL DUNBAR LAWRENCE SCHOOL,707 W GRANT ST,PHOENIX,MARICOPA,85007,YES,PUBLIC,43,43,0,43,0,0,0
PAUL H HUBER JR HIGH SCHOOL,1650 WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,PUBLIC,162,162,0,162,1,0,0
PAULO FREIRE FREEDOM SCHOOL,300 E UNIVERSITY BLVD,TUCSON,PIMA,85705,NO,CHARTER,25,22,2,24,4,1,2
PAULO FREIRE FREEDOM SCHOOL - DOWNTOWN,47 E PENNINGTON ST,TUCSON,PIMA,85701,NO,CHARTER,24,21,3,24,5,0,3
PEDRO GUERRERO ELEMENTARY,463 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,PUBLIC,90,89,1,90,1,0,0
PENDERGAST ELEMENTARY SCHOOL,3802 N 91ST AVE,PHOENIX,MARICOPA,85037,NO,PUBLIC,114,113,1,114,4,0,1
PEORIA ELEMENTARY SCHOOL,11501 N 79TH AVE,PEORIA,MARICOPA,85345,YES,PUBLIC,65,65,0,65,3,0,0
PEORIA TRADITIONAL SCHOOL,21180 N 87TH AVE,PEORIA,MARICOPA,85382,YES,PUBLIC,25,23,2,25,2,0,0
PERALTA TRAIL ELEMENTARY SCHOOL,10965 E PERALTA RD,GOLD CANYON,PINAL,85118,YES,PUBLIC,90,88,2,90,3,0,2
PERCY L JULIAN SCHOOL,2149 E CARVER DR,PHOENIX,MARICOPA,85040,YES,PUBLIC,70,67,2,69,2,0,2
PHOENIX CHRISTIAN JR/SR HIGH SCHOOL,1751 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85015,NO,PRIVATE,22,22,0,22,1,0,0
PHOENIX COLLEGIATE ACADEMY CHARTER SCHOOL,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040,NO,CHARTER,49,45,0,45,0,0,0
PHOENIX COUNTRY DAY SCHOOL,3901 E STANFORD DR,PARADISE VALLEY,MARICOPA,85253,YES,PRIVATE,67,66,1,67,2,0,1
PHOENIX DAY SCHOOL FOR THE DEAF,7654 N 19TH AVE,PHOENIX,MARICOPA,85021,YES,PUBLIC,23,23,0,23,0,0,0
PICACHO SCHOOL,17865 S VAIL RD,PICACHO,PINAL,85141,NO,PUBLIC,22,20,1,21,1,0,1
PICTURE ROCKS ELEMENTARY SCHOOL,5875 N SANDERS RD,TUCSON,PIMA,85743,NO,PUBLIC,92,90,2,92,6,0,1
PIMA ELEMENTARY SCHOOL,101 S MAIN ST,PIMA,GRAHAM,   NA,YES,PUBLIC,79,76,3,79,4,0,1
PIMA PARTNERSHIP ACADEMY,1346 N STONE AVE,TUCSON,PIMA,85705,YES,CHARTER,22,21,0,22,0,0,0
PINE FOREST CHARTER SCHOOL,2257 EAST CEDAR AVENUE,FLAGSTAFF,COCONINO,86004,NO,CHARTER,26,18,6,25,6,0,6
PINNACLE PEAK ELEMENTARY,7690 E WILLIAMS DR,SCOTTSDALE,MARICOPA,85255,NO,PUBLIC,99,97,2,99,10,0,1
PINON MIDDLE SCHOOL,NAVAJO HWY 41,PINON,NAVAJO,86510,YES,PUBLIC,103,103,0,103,0,0,0
PIONEER ELEMENTARY SCHOOL,1535 N GREENFIELD RD,GILBERT,MARICOPA,85234,YES,PUBLIC,85,84,1,85,4,0,1
PIONEER PREPARATORY - A CHALLENGE FOUNDAT,6510 W CLARENDON AVE,PHOENIX,MARICOPA,85033,NO,CHARTER,92,92,0,92,0,0,0
PISTOR MIDDLE SCHOOL,5455 S CARDINAL AVE,TUCSON,PIMA,85746,YES,PUBLIC,263,262,1,263,1,0,1
PLAYA DEL REY ELEMENTARY SCHOOL,550 N HORNE,GILBERT,MARICOPA,85233,YES,PUBLIC,59,59,0,59,1,0,0
POMEROY ELEMENTARY SCHOOL,1507 W SHAWNEE DR,CHANDLER,MARICOPA,85224,YES,PUBLIC,84,82,2,84,3,0,2
PORTER ELEMENTARY SCHOOL,1350 S LINDSAY,MESA,MARICOPA,85204,YES,PUBLIC,82,78,4,82,5,0,5
POWER RANCH ELEMENTARY,4351 S RANCH HOUSE PARKWAY,GILBERT,MARICOPA,85297,NO,PUBLIC,97,94,3,97,29,4,3
PRESCOTT VALLEY SCHOOL,9500 E. LORNA LN,PRESCOTT VALLEY,YAVAPAI,86314,NO,CHARTER,29,28,1,29,12,0,0
PRESIDIO HIGH SCHOOL,1695 E FORT LOWELL RD,TUCSON,PIMA,85719,NO,CHARTER,35,35,0,35,6,0,0
PUEBLO DEL SOL ELEMENTARY SCHOOL,5130 PASEO LAS PALMAS,SIERRA VISTA,COCHISE,85635,YES,PUBLIC,78,77,1,78,4,0,1
PUEBLO DEL SOL MIDDLE SCHOOL,3449 N 39TH AVE,PHOENIX,MARICOPA,85019,YES,PUBLIC,211,210,0,210,2,0,0
PUEBLO ELEMENTARY SCHOOL,2803 W 20TH ST,YUMA,YUMA,85364,NO,PUBLIC,97,96,1,97,3,0,3
PUEBLO GARDENS ELEMENTARY SCHOOL,2210 E 33RD,TUCSON,PIMA,85713,YES,PUBLIC,43,43,0,43,1,1,1
PUSCH RIDGE CHRISTIAN ACADEMY,9500 N ORACLE RD,TUCSON,PIMA,85704,NO,PRIVATE,59,57,1,58,1,0,1
QUAIL RUN ELEMENTARY SCHOOL,3303 E UTOPIA RD,PHOENIX,MARICOPA,85050,YES,PUBLIC,80,75,5,80,8,0,0
QUAIL RUN ELEMENTARY SCHOOL,4600 W CORTARO FARMS RD,TUCSON,PIMA,85742,YES,PUBLIC,70,69,1,70,3,0,1
QUEEN CREEK MIDDLE SCHOOL,20435 S ELLSWORTH RD,QUEEN CREEK,MARICOPA,85142,YES,PUBLIC,249,242,7,249,23,0,4
QUENTIN ELEMENTARY,11050 W WHYMAN AVE,AVONDALE,MARICOPA,85323,YES,PUBLIC,110,109,1,110,1,0,0
R E SIMPSON SCHOOL,5330 N 23RD AVE,PHOENIX,MARICOPA,85015,NO,PUBLIC,174,172,1,174,1,2,1
R PETE WOODARD JR HIGH SCHOOL,2250 S 8TH AVE,YUMA,YUMA,85364,YES,PUBLIC,240,238,2,240,2,0,2
RAINBOW VALLEY ELEMENTARY SCHOOL,19716 W NARRAMORE RD,BUCKEYE,MARICOPA,85326,NO,PUBLIC,47,46,1,47,1,0,1
RALPH WALDO EMERSON ELEMENTARY SCHOOL,915 E PALM LN,PHOENIX,MARICOPA,85006,YES,PUBLIC,50,50,0,50,1,0,0
RANCH ELEMENTARY SCHOOL,43521 N KENWORTHY RD,QUEEN CREEK,PINAL,85140,NO,PUBLIC,70,69,1,70,5,0,0
RANCHO GABRIELA ELEMENTARY,15272 W GABRIELA DR,SURPRISE,MARICOPA,85379,YES,PUBLIC,101,99,2,101,6,0,6
RANCHO SOLANO PREPARATORY SCHOOL - VENTURA,9180 E VIA DE VENTURA,SCOTTSDALE,MARICOPA,85258,YES,PRIVATE,46,45,1,46,1,0,1
RANCHO VIEJO ELEMENTARY SCHOOL,1020 S AVENUE C,YUMA,YUMA,85364,YES,PUBLIC,130,130,0,130,1,0,0
RATTLESNAKE RIDGE ELEMENTARY,8500 N CONTINENTAL LOOP DR,TUCSON,PIMA,85743,YES,PUBLIC,79,73,4,77,7,2,4
RAUL H CASTRO MIDDLE SCHOOL,2730 N 79TH AVE,PHOENIX,MARICOPA,85035,NO,PUBLIC,293,292,1,293,4,0,1
RAY BORANE MIDDLE SCHOOL,840 E 12TH ST,DOUGLAS,COCHISE,85607,YES,PUBLIC,124,121,1,122,0,0,1
RAY ELEMENTARY SCHOOL,675 SENATOR CHASTAIN DR,KEARNY,PINAL,85237,YES,PUBLIC,29,29,0,29,1,0,0
RED MESA ELEMENTARY SCHOOL,MP448 HWY 160 13 M E OF 264,TEEC NOS POS,APACHE,   NA,NO,PUBLIC,35,35,0,35,0,0,0
RED MOUNTAIN RANCH ELEMENTARY,6650 E RAFTRIVER RD,MESA,MARICOPA,85215,YES,PUBLIC,86,81,5,86,7,0,3
RED ROCK ELEMENTARY SCHOOL,33656 W AGUIRRE LN,RED ROCK,PINAL,85245,NO,PUBLIC,48,46,0,46,0,0,0
REDBIRD ELEMENTARY SCHOOL,1020 S EXTENSION,MESA,MARICOPA,85210,YES,PUBLIC,92,92,0,92,0,2,0
REID TRADITIONAL SCHOOL PAINTED ROCK ACADEMY,14841 N BLACK CANYON HWY,PHOENIX,MARICOPA,85023,YES,CHARTER,51,48,3,51,11,0,2
RICE SCHOOL,SAN CARLOS AVE,SAN CARLOS,GILA,85550,YES,PUBLIC,105,105,0,105,0,0,0
RICHARD B WILSON JR SCHOOL,2330 W GLOVER RD,TUCSON,PIMA,85742,YES,PUBLIC,198,194,4,198,5,4,1
RIDGELINE ACADEMY,33625 N NORTH VALLEY PKWY,PHOENIX,MARICOPA,85085,NO,CHARTER,46,43,3,46,3,0,3
RIM COUNTRY MIDDLE SCHOOL,304 S MEADOW LN,PAYSON,GILA,   NA,YES,PUBLIC,168,167,1,168,12,0,1
RINCON VISTA MIDDLE SCHOOL,10770 E BILBY RD,TUCSON,PIMA,85747,NO,PUBLIC,216,215,1,216,3,0,1
RIO COLORADO ELEMENTARY SCHOOL,1055 N MAIN ST,SAN LUIS,YUMA,85349,NO,PUBLIC,117,117,0,117,0,0,0
RIO VISTA ELEMENTARY,10237 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,YES,PUBLIC,119,115,4,119,5,0,4
RIVERA ELEMENTARY,5102 S CHERRY AVE,TUCSON,PIMA,85706,YES,PUBLIC,76,74,2,76,2,0,2
RIVERVIEW SCHOOL,12701 N MAIN ST,EL MIRAGE,MARICOPA,85335,YES,PUBLIC,92,89,3,92,4,0,2
ROADRUNNER ELEMENTARY SCHOOL,7702 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,PUBLIC,114,114,0,114,2,0,0
ROADRUNNER ELEMENTARY SCHOOL,16651 W CALLE CARMELA,MARANA,PIMA,85653,YES,PUBLIC,47,47,0,47,5,0,0
ROBERT AND DANELL TARWATER ELEMENTARY,2300 SOUTH GARDNER DRIVE,CHANDLER,MARICOPA,85248,NO,PUBLIC,132,128,4,132,13,0,1
ROBERT AND DANELL TARWATER ELEMENTARY,2300 SOUTH GARDNER DRIVE,CHANDLER,MARICOPA,85248,NO,PUBLIC,114,107,7,114,15,0,14
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,PUBLIC,62,60,2,62,2,1,2
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,PUBLIC,40,40,0,40,0,0,0
ROBSON ELEMENTARY SCHOOL,2122 E PUEBLO AVE,MESA,MARICOPA,85204,YES,PUBLIC,91,89,2,91,3,0,3
ROGERS RANCH SCHOOL,6735 S 47TH AVE,LAVEEN,MARICOPA,85339,NO,PUBLIC,114,113,1,114,3,0,1
RON WATSON MIDDLE SCHOOL,9851 E 28TH ST,YUMA,YUMA,85365,YES,PUBLIC,140,137,2,139,2,0,2
RONALD REAGAN FUNDAMENTAL SCHOOL,3200 W 16TH ST,YUMA,YUMA,85364,YES,PUBLIC,97,97,0,97,0,0,0
ROOSEVELT ELEMENTARY SCHOOL,828 S VALENCIA,MESA,MARICOPA,85202,YES,PUBLIC,73,73,0,73,2,2,0
ROSKRUGE BILINGUAL ELEMENTARY SCHOOL,501 E 6TH ST,TUCSON,PIMA,   NA,YES,PUBLIC,123,123,0,123,1,1,0
ROUND VALLEY INTERMEDIATE SCHOOL,165 S BROWN ST,EAGAR,APACHE,85925,NO,PUBLIC,116,113,2,115,6,0,2
ROYAL PALM MIDDLE SCHOOL,8520 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,PUBLIC,223,222,1,223,2,0,1
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,PUBLIC,79,76,3,79,6,0,0
RUTH FISHER ELEMENTARY SCHOOL,38201 W INDIAN SCHOOL RD,TONOPAH,MARICOPA,85354,NO,PUBLIC,84,80,3,84,5,0,1
RUTH POWELL ELEMENTARY SCHOOL,1041 S 14TH AVE,SAFFORD,GRAHAM,85546,YES,PUBLIC,77,77,0,77,2,0,1
S. S. SIMON & JUDE SCHOOL,6351 NORTH 27TH AVENUE,PHOENIX,MARICOPA,85017,YES,PRIVATE,45,44,1,45,1,1,1
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,   NA,YES,PUBLIC,138,138,0,138,3,0,0
SAHUARITA MIDDLE SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,PUBLIC,291,288,2,291,2,0,2
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,PUBLIC,74,73,0,73,1,0,0
SAINT AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,MARICOPA,85006,NO,PRIVATE,27,18,0,18,0,0,0
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,PRIVATE,25,24,0,24,0,0,0
SAINT CATHERINE OF SIENA SCHOOL,6413 S CENTRAL AVE,PHOENIX,MARICOPA,85042,NO,PRIVATE,26,26,0,26,0,0,0
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,PRIVATE,49,47,2,49,4,0,1
SAINT ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD,TUCSON,PIMA,85742,YES,PRIVATE,41,41,0,41,2,1,0
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,PRIVATE,30,29,1,30,1,0,1
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,PRIVATE,77,74,3,77,3,0,1
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,YES,PRIVATE,34,33,0,33,0,0,0
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,   NA,NO,PRIVATE,29,29,0,29,1,0,1
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,YES,PRIVATE,72,71,1,72,4,0,1
SAINT JOHNS MIDDLE SCHOOL,555 W 7TH SOUTH,SAINT JOHNS,APACHE,   NA,NO,PUBLIC,63,59,4,63,6,1,5
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,PRIVATE,44,43,1,44,2,0,0
SAINT MICHAEL INDIAN SCHOOL,NA,SAINT MICHAELS,APACHE,   NA,YES,PRIVATE,29,28,0,28,0,0,0
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,PRIVATE,32,31,1,32,2,0,1
SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,BAPCHULE,PINAL,   NA,YES,PRIVATE,23,23,0,23,0,0,0
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,PRIVATE,60,59,1,60,2,0,1
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,PRIVATE,24,23,1,24,2,0,1
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,NO,PRIVATE,56,55,0,55,0,0,0
SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,PIMA,85719,YES,PRIVATE,51,51,0,51,0,0,0
SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MESA,MARICOPA,85207,YES,PUBLIC,91,90,1,91,4,0,1
SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256,YES,PRIVATE,58,58,0,58,0,0,0
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,PUBLIC,73,72,1,73,11,0,1
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,CHARTER,94,74,14,88,6,0,9
